# m n gcd s d s%2 s%3 s%4 s%6 s%12 s%24 m*n m^2+n^2 m^2-n^2 sp m%2 n%2 m%3 n%3 m%4 n%4 om_m om_n big_m big_n tag
27 4 1 31 23 1 1 3 1 7 7 108 745 713 1 1 0 0 1 3 0 1 1 3 2 R2
28 17 1 45 11 1 0 1 3 9 21 476 1073 495 0 0 1 1 2 0 1 2 1 3 1 R2
28 27 1 55 1 1 1 3 1 7 7 756 1513 55 0 0 1 1 0 0 3 2 1 3 3 R2
29 6 1 35 23 1 2 3 5 11 11 174 877 805 0 1 0 2 0 1 2 1 2 1 2 R2
29 14 1 43 15 1 1 3 1 7 19 406 1037 645 1 1 0 2 2 1 2 1 2 1 2 R2
29 18 1 47 11 1 2 3 5 11 23 522 1165 517 1 1 0 2 0 1 2 1 2 1 3 R2
29 22 1 51 7 1 0 3 3 3 3 638 1325 357 0 1 0 2 1 1 2 1 2 1 2 R2
30 17 1 47 13 1 2 3 5 11 23 510 1189 611 1 0 1 0 2 2 1 3 1 3 1 R2
31 10 1 41 21 1 2 1 5 5 17 310 1061 861 1 1 0 1 1 3 2 1 2 1 2 R2
31 26 1 57 5 1 0 1 3 9 9 806 1637 285 0 1 0 1 2 3 2 1 2 1 2 R2
31 30 1 61 1 1 1 1 1 1 13 930 1861 61 1 1 0 1 0 3 2 1 3 1 3 R2
32 15 1 47 17 1 2 3 5 11 23 480 1249 799 1 0 1 2 0 0 3 1 2 5 2 R2
32 21 1 53 11 1 2 1 5 5 5 672 1465 583 1 0 1 2 0 0 1 1 2 5 2 R2
32 31 1 63 1 1 0 3 3 3 15 992 1985 63 0 0 1 2 1 0 3 1 1 5 1 R2
33 10 1 43 23 1 1 3 1 7 19 330 1189 989 1 1 0 0 1 1 2 2 2 2 2 R2
33 20 1 53 13 1 2 1 5 5 5 660 1489 689 1 1 0 0 2 1 0 2 2 2 3 R2
33 28 1 61 5 1 1 1 1 1 13 924 1873 305 1 1 0 0 1 1 0 2 2 2 3 R2
34 23 1 57 11 1 0 1 3 9 9 782 1685 627 0 0 1 1 2 2 3 2 1 2 1 R2
34 25 1 59 9 1 2 3 5 11 11 850 1781 531 1 0 1 1 1 2 1 2 1 2 2 R2
35 8 1 43 27 1 1 3 1 7 19 280 1289 1161 1 1 0 2 2 3 0 2 1 2 3 R2
36 25 1 61 11 1 1 1 1 1 13 900 1921 671 1 0 1 0 1 0 1 2 1 4 2 R2
37 4 1 41 33 1 2 1 5 5 17 148 1385 1353 1 1 0 1 1 1 0 1 1 1 2 R2
37 18 1 55 19 1 1 3 1 7 7 666 1693 1045 0 1 0 1 0 1 2 1 2 1 3 R2
37 24 1 61 13 1 1 1 1 1 13 888 1945 793 1 1 0 1 0 1 0 1 2 1 4 R2
37 28 1 65 9 1 2 1 5 5 17 1036 2153 585 0 1 0 1 1 1 0 1 2 1 3 R2
37 34 1 71 3 1 2 3 5 11 23 1258 2525 213 1 1 0 1 1 1 2 1 2 1 2 R2
38 17 1 55 21 1 1 3 1 7 7 646 1733 1155 0 0 1 2 2 2 1 2 1 2 1 R2
38 25 1 63 13 1 0 3 3 3 15 950 2069 819 0 0 1 2 1 2 1 2 1 2 2 R2
38 27 1 65 11 1 2 1 5 5 17 1026 2173 715 0 0 1 2 0 2 3 2 1 2 3 R2
40 11 1 51 29 1 0 3 3 3 3 440 1721 1479 0 0 1 1 2 0 3 2 1 4 1 R2
41 14 1 55 27 1 1 3 1 7 7 574 1877 1485 0 1 0 2 2 1 2 1 2 1 2 R2
41 16 1 57 25 1 0 1 3 9 9 656 1937 1425 0 1 0 2 1 1 0 1 1 1 4 R2
41 32 1 73 9 1 1 1 1 1 1 1312 2705 657 1 1 0 2 2 1 0 1 1 1 5 R2
42 29 1 71 13 1 2 3 5 11 23 1218 2605 923 1 0 1 0 2 2 1 3 1 3 1 R2
42 41 1 83 1 1 2 3 5 11 11 1722 3445 83 1 0 1 0 2 2 1 3 1 3 1 R2
43 14 1 57 29 1 0 1 3 9 9 602 2045 1653 0 1 0 1 2 3 2 1 2 1 2 R2
43 26 1 69 17 1 0 1 3 9 21 1118 2525 1173 0 1 0 1 2 3 2 1 2 1 2 R2
43 36 1 79 7 1 1 3 1 7 7 1548 3145 553 1 1 0 1 0 3 0 1 2 1 4 R2
44 27 1 71 17 1 2 3 5 11 23 1188 2665 1207 1 0 1 2 0 0 3 2 1 3 3 R2
44 29 1 73 15 1 1 1 1 1 1 1276 2777 1095 1 0 1 2 2 0 1 2 1 3 1 R2
44 35 1 79 9 1 1 3 1 7 7 1540 3161 711 1 0 1 2 2 0 3 2 2 3 2 R2
46 9 1 55 37 1 1 3 1 7 7 414 2197 2035 0 0 1 1 0 2 1 2 1 2 2 R2
46 11 1 57 35 1 0 1 3 9 9 506 2237 1995 0 0 1 1 2 2 3 2 1 2 1 R2
46 27 1 73 19 1 1 1 1 1 1 1242 2845 1387 1 0 1 1 0 2 3 2 1 2 3 R2
47 4 1 51 43 1 0 3 3 3 3 188 2225 2193 0 1 0 2 1 3 0 1 1 1 2 R2
47 8 1 55 39 1 1 3 1 7 7 376 2273 2145 0 1 0 2 2 3 0 1 1 1 3 R2
47 12 1 59 35 1 2 3 5 11 11 564 2353 2065 1 1 0 2 0 3 0 1 2 1 3 R2
47 18 1 65 29 1 2 1 5 5 17 846 2533 1885 0 1 0 2 0 3 2 1 2 1 3 R2
47 38 1 85 9 1 1 1 1 1 13 1786 3653 765 0 1 0 2 2 3 2 1 2 1 2 R2
48 17 1 65 31 1 2 1 5 5 17 816 2593 2015 0 0 1 0 2 0 1 2 1 5 1 R2
48 25 1 73 23 1 1 1 1 1 1 1200 2929 1679 1 0 1 0 1 0 1 2 1 5 2 R2
48 41 1 89 7 1 2 1 5 5 17 1968 3985 623 1 0 1 0 2 0 1 2 1 5 1 R2
49 16 1 65 33 1 2 1 5 5 17 784 2657 2145 0 1 0 1 1 1 0 1 1 2 4 R2
49 34 1 83 15 1 2 3 5 11 11 1666 3557 1245 1 1 0 1 1 1 2 1 2 2 2 R2
49 38 1 87 11 1 0 3 3 3 15 1862 3845 957 0 1 0 1 2 1 2 1 2 2 2 R2
50 7 1 57 43 1 0 1 3 9 9 350 2549 2451 0 0 1 2 1 2 3 2 1 3 1 R2
50 41 1 91 9 1 1 3 1 7 19 2050 4181 819 0 0 1 2 2 2 1 2 1 3 1 R2
51 20 1 71 31 1 2 3 5 11 23 1020 3001 2201 1 1 0 0 2 3 0 2 2 2 3 R2
51 28 1 79 23 1 1 3 1 7 7 1428 3385 1817 1 1 0 0 1 3 0 2 2 2 3 R2
52 3 1 55 49 1 1 3 1 7 7 156 2713 2695 0 0 1 1 0 0 3 2 1 3 1 R2
52 25 1 77 27 1 2 1 5 5 5 1300 3329 2079 0 0 1 1 1 0 1 2 1 3 2 R2
52 33 1 85 19 1 1 1 1 1 13 1716 3793 1615 0 0 1 1 0 0 1 2 2 3 2 R2
52 41 1 93 11 1 0 1 3 9 21 2132 4385 1023 0 0 1 1 2 0 1 2 1 3 1 R2
52 47 1 99 5 1 0 3 3 3 3 2444 4913 495 0 0 1 1 2 0 3 2 1 3 1 R2
52 51 1 103 1 1 1 3 1 7 7 2652 5305 103 1 0 1 1 0 0 3 2 2 3 2 R2
53 34 1 87 19 1 0 3 3 3 15 1802 3965 1653 0 1 0 2 1 1 2 1 2 1 2 R2
53 46 1 99 7 1 0 3 3 3 3 2438 4925 693 0 1 0 2 1 1 2 1 2 1 2 R2
54 43 1 97 11 1 1 1 1 1 1 2322 4765 1067 1 0 1 0 1 2 3 2 1 4 1 R2
55 8 1 63 47 1 0 3 3 3 15 440 3089 2961 0 1 0 1 2 3 0 2 1 2 3 R2
55 12 1 67 43 1 1 3 1 7 19 660 3169 2881 1 1 0 1 0 3 0 2 2 2 3 R2
55 18 1 73 37 1 1 1 1 1 1 990 3349 2701 1 1 0 1 0 3 2 2 2 2 3 R2
55 42 1 97 13 1 1 1 1 1 1 2310 4789 1261 1 1 0 1 0 3 2 2 3 2 3 R2
55 48 1 103 7 1 1 3 1 7 7 2640 5329 721 1 1 0 1 0 3 0 2 2 2 5 R2
56 11 1 67 45 1 1 3 1 7 19 616 3257 3015 1 0 1 2 2 0 3 2 1 4 1 R2
56 17 1 73 39 1 1 1 1 1 1 952 3425 2847 1 0 1 2 2 0 1 2 1 4 1 R2
56 45 1 101 11 1 2 1 5 5 5 2520 5161 1111 1 0 1 2 0 0 1 2 2 4 3 R2
56 53 1 109 3 1 1 1 1 1 13 2968 5945 327 1 0 1 2 2 0 1 2 1 4 1 R2
57 44 1 101 13 1 2 1 5 5 5 2508 5185 1313 1 1 0 0 2 1 0 2 2 2 3 R2
57 46 1 103 11 1 1 3 1 7 7 2622 5365 1133 1 1 0 0 1 1 2 2 2 2 2 R2
57 56 1 113 1 1 2 1 5 5 17 3192 6385 113 1 1 0 0 2 1 0 2 2 2 4 R2
58 37 1 95 21 1 2 3 5 11 23 2146 4733 1995 0 0 1 1 1 2 1 2 1 2 1 R2
59 8 1 67 51 1 1 3 1 7 19 472 3545 3417 1 1 0 2 2 3 0 1 1 1 3 R2
60 11 1 71 49 1 2 3 5 11 23 660 3721 3479 1 0 1 0 2 0 3 3 1 4 1 R2
61 10 1 71 51 1 2 3 5 11 23 610 3821 3621 1 1 0 1 1 1 2 1 2 1 2 R2
61 22 1 83 39 1 2 3 5 11 11 1342 4205 3237 1 1 0 1 1 1 2 1 2 1 2 R2
61 30 1 91 31 1 1 3 1 7 19 1830 4621 2821 0 1 0 1 0 1 2 1 3 1 3 R2
61 32 1 93 29 1 0 1 3 9 21 1952 4745 2697 0 1 0 1 2 1 0 1 1 1 5 R2
61 42 1 103 19 1 1 3 1 7 7 2562 5485 1957 1 1 0 1 0 1 2 1 3 1 3 R2
61 56 1 117 5 1 0 1 3 9 21 3416 6857 585 0 1 0 1 2 1 0 1 2 1 4 R2
62 29 1 91 33 1 1 3 1 7 19 1798 4685 3003 0 0 1 2 2 2 1 2 1 2 1 R2
62 33 1 95 29 1 2 3 5 11 23 2046 4933 2755 0 0 1 2 0 2 1 2 2 2 2 R2
62 37 1 99 25 1 0 3 3 3 3 2294 5213 2475 0 0 1 2 1 2 1 2 1 2 1 R2
62 39 1 101 23 1 2 1 5 5 5 2418 5365 2323 1 0 1 2 0 2 3 2 2 2 2 R2
62 43 1 105 19 1 0 1 3 9 9 2666 5693 1995 0 0 1 2 1 2 3 2 1 2 1 R2
62 59 1 121 3 1 1 1 1 1 1 3658 7325 363 0 0 1 2 2 2 3 2 1 2 1 R2
63 4 1 67 59 1 1 3 1 7 19 252 3985 3953 1 1 0 0 1 3 0 2 1 3 2 R2
63 22 1 85 41 1 1 1 1 1 13 1386 4453 3485 0 1 0 0 1 3 2 2 2 3 2 R2
63 34 1 97 29 1 1 1 1 1 1 2142 5125 2813 1 1 0 0 1 3 2 2 2 3 2 R2
63 52 1 115 11 1 1 3 1 7 19 3276 6673 1265 0 1 0 0 1 3 0 2 2 3 3 R2
64 11 1 75 53 1 0 3 3 3 3 704 4217 3975 0 0 1 1 2 0 3 1 1 6 1 R2
64 33 1 97 31 1 1 1 1 1 1 2112 5185 3007 1 0 1 1 0 0 1 1 2 6 2 R2
65 12 1 77 53 1 2 1 5 5 5 780 4369 4081 0 1 0 2 0 1 0 2 2 2 3 R2
65 28 1 93 37 1 0 1 3 9 21 1820 5009 3441 0 1 0 2 1 1 0 2 2 2 3 R2
65 32 1 97 33 1 1 1 1 1 1 2080 5249 3201 1 1 0 2 2 1 0 2 1 2 5 R2
65 36 1 101 29 1 2 1 5 5 5 2340 5521 2929 1 1 0 2 0 1 0 2 2 2 4 R2
65 42 1 107 23 1 2 3 5 11 11 2730 5989 2461 1 1 0 2 0 1 2 2 3 2 3 R2
65 44 1 109 21 1 1 1 1 1 13 2860 6161 2289 1 1 0 2 2 1 0 2 2 2 3 R2
65 54 1 119 11 1 2 3 5 11 23 3510 7141 1309 0 1 0 2 0 1 2 2 2 2 4 R2
66 1 1 67 65 1 1 3 1 7 19 66 4357 4355 1 0 1 0 1 2 1 3 0 3 0 R2
66 53 1 119 13 1 2 3 5 11 23 3498 7165 1547 0 0 1 0 2 2 1 3 1 3 1 R2
66 65 1 131 1 1 2 3 5 11 11 4290 8581 131 1 0 1 0 2 2 1 3 2 3 2 R2
67 8 1 75 59 1 0 3 3 3 3 536 4553 4425 0 1 0 1 2 3 0 1 1 1 3 R2
67 20 1 87 47 1 0 3 3 3 15 1340 4889 4089 0 1 0 1 2 3 0 1 2 1 3 R2
67 32 1 99 35 1 0 3 3 3 3 2144 5513 3465 0 1 0 1 2 3 0 1 1 1 5 R2
67 44 1 111 23 1 0 3 3 3 15 2948 6425 2553 0 1 0 1 2 3 0 1 2 1 3 R2
67 48 1 115 19 1 1 3 1 7 19 3216 6793 2185 0 1 0 1 0 3 0 1 2 1 5 R2
68 9 1 77 59 1 2 1 5 5 5 612 4705 4543 0 0 1 2 0 0 1 2 1 3 2 R2
68 33 1 101 35 1 2 1 5 5 5 2244 5713 3535 1 0 1 2 0 0 1 2 2 3 2 R2
68 39 1 107 29 1 2 3 5 11 11 2652 6145 3103 1 0 1 2 0 0 3 2 2 3 2 R2
69 10 1 79 59 1 1 3 1 7 7 690 4861 4661 1 1 0 0 1 1 2 2 2 2 2 R2
69 14 1 83 55 1 2 3 5 11 11 966 4957 4565 1 1 0 0 2 1 2 2 2 2 2 R2
69 26 1 95 43 1 2 3 5 11 23 1794 5437 4085 0 1 0 0 2 1 2 2 2 2 2 R2
70 19 1 89 51 1 2 1 5 5 17 1330 5261 4539 1 0 1 1 1 2 3 3 1 3 1 R2
70 29 1 99 41 1 0 3 3 3 3 2030 5741 4059 0 0 1 1 2 2 1 3 1 3 1 R2
70 33 1 103 37 1 1 3 1 7 7 2310 5989 3811 1 0 1 1 0 2 1 3 2 3 2 R2
70 37 1 107 33 1 2 3 5 11 11 2590 6269 3531 1 0 1 1 1 2 1 3 1 3 1 R2
70 43 1 113 27 1 2 1 5 5 17 3010 6749 3051 1 0 1 1 1 2 3 3 1 3 1 R2
70 69 1 139 1 1 1 3 1 7 19 4830 9661 139 1 0 1 1 0 2 1 3 2 3 2 R2
71 44 1 115 27 1 1 3 1 7 19 3124 6977 3105 0 1 0 2 2 3 0 1 2 1 3 R2
71 54 1 125 17 1 2 1 5 5 5 3834 7957 2125 0 1 0 2 0 3 2 1 2 1 4 R2
72 25 1 97 47 1 1 1 1 1 1 1800 5809 4559 1 0 1 0 1 0 1 2 1 5 2 R2
72 37 1 109 35 1 1 1 1 1 13 2664 6553 3815 1 0 1 0 1 0 1 2 1 5 1 R2
72 61 1 133 11 1 1 1 1 1 13 4392 8905 1463 0 0 1 0 1 0 1 2 1 5 1 R2
73 14 1 87 59 1 0 3 3 3 15 1022 5525 5133 0 1 0 1 2 1 2 1 2 1 2 R2
73 20 1 93 53 1 0 1 3 9 21 1460 5729 4929 0 1 0 1 2 1 0 1 2 1 3 R2
73 38 1 111 35 1 0 3 3 3 15 2774 6773 3885 0 1 0 1 2 1 2 1 2 1 2 R2
73 62 1 135 11 1 0 3 3 3 15 4526 9173 1485 0 1 0 1 2 1 2 1 2 1 2 R2
74 13 1 87 61 1 0 3 3 3 15 962 5645 5307 0 0 1 2 1 2 1 2 1 2 1 R2
74 27 1 101 47 1 2 1 5 5 5 1998 6205 4747 1 0 1 2 0 2 3 2 1 2 3 R2
74 55 1 129 19 1 0 1 3 9 9 4070 8501 2451 0 0 1 2 1 2 3 2 2 2 2 R2
75 8 1 83 67 1 2 3 5 11 11 600 5689 5561 1 1 0 0 2 3 0 2 1 3 3 R2
75 26 1 101 49 1 2 1 5 5 5 1950 6301 4949 1 1 0 0 2 3 2 2 2 3 2 R2
75 44 1 119 31 1 2 3 5 11 23 3300 7561 3689 0 1 0 0 2 3 0 2 2 3 3 R2
75 46 1 121 29 1 1 1 1 1 1 3450 7741 3509 0 1 0 0 1 3 2 2 2 3 2 R2
75 68 1 143 7 1 2 3 5 11 23 5100 10249 1001 0 1 0 0 2 3 0 2 2 3 3 R2
75 74 1 149 1 1 2 1 5 5 5 5550 11101 149 1 1 0 0 2 3 2 2 2 3 2 R2
76 21 1 97 55 1 1 1 1 1 1 1596 6217 5335 1 0 1 1 0 0 1 2 2 3 2 R2
76 33 1 109 43 1 1 1 1 1 13 2508 6865 4687 1 0 1 1 0 0 1 2 2 3 2 R2
77 2 1 79 75 1 1 3 1 7 7 154 5933 5925 1 1 0 2 2 1 2 2 1 2 1 R2
77 4 1 81 73 1 0 1 3 9 9 308 5945 5913 0 1 0 2 1 1 0 2 1 2 2 R2
77 16 1 93 61 1 0 1 3 9 21 1232 6185 5673 0 1 0 2 1 1 0 2 1 2 4 R2
77 68 1 145 9 1 1 1 1 1 1 5236 10553 1305 0 1 0 2 2 1 0 2 2 2 3 R2
77 72 1 149 5 1 2 1 5 5 5 5544 11113 745 1 1 0 2 0 1 0 2 2 2 5 R2
78 11 1 89 67 1 2 1 5 5 17 858 6205 5963 1 0 1 0 2 2 3 3 1 3 1 R2
78 17 1 95 61 1 2 3 5 11 23 1326 6373 5795 0 0 1 0 2 2 1 3 1 3 1 R2
78 47 1 125 31 1 2 1 5 5 5 3666 8293 3875 0 0 1 0 2 2 3 3 1 3 1 R2
78 67 1 145 11 1 1 1 1 1 1 5226 10573 1595 0 0 1 0 1 2 3 3 1 3 1 R2
78 73 1 151 5 1 1 3 1 7 7 5694 11413 755 1 0 1 0 1 2 1 3 1 3 1 R2
79 18 1 97 61 1 1 1 1 1 1 1422 6565 5917 1 1 0 1 0 3 2 1 2 1 3 R2
80 21 1 101 59 1 2 1 5 5 5 1680 6841 5959 1 0 1 2 0 0 1 2 2 5 2 R2
80 27 1 107 53 1 2 3 5 11 11 2160 7129 5671 1 0 1 2 0 0 3 2 1 5 3 R2
80 51 1 131 29 1 2 3 5 11 11 4080 9001 3799 1 0 1 2 0 0 3 2 2 5 2 R2
80 57 1 137 23 1 2 1 5 5 17 4560 9649 3151 1 0 1 2 0 0 1 2 2 5 2 R2
80 67 1 147 13 1 0 3 3 3 3 5360 10889 1911 0 0 1 2 1 0 3 2 1 5 1 R2
80 73 1 153 7 1 0 1 3 9 9 5840 11729 1071 0 0 1 2 1 0 1 2 1 5 1 R2
81 34 1 115 47 1 1 3 1 7 19 2754 7717 5405 0 1 0 0 1 1 2 1 2 4 2 R2
81 46 1 127 35 1 1 3 1 7 7 3726 8677 4445 1 1 0 0 1 1 2 1 2 4 2 R2
82 1 1 83 81 1 2 3 5 11 11 82 6725 6723 1 0 1 1 1 2 1 2 0 2 0 R2
82 21 1 103 61 1 1 3 1 7 7 1722 7165 6283 1 0 1 1 0 2 1 2 2 2 2 R2
82 25 1 107 57 1 2 3 5 11 11 2050 7349 6099 1 0 1 1 1 2 1 2 1 2 2 R2
82 47 1 129 35 1 0 1 3 9 9 3854 8933 4515 0 0 1 1 2 2 3 2 1 2 1 R2
82 55 1 137 27 1 2 1 5 5 17 4510 9749 3699 1 0 1 1 1 2 3 2 2 2 2 R2
82 61 1 143 21 1 2 3 5 11 23 5002 10445 3003 0 0 1 1 1 2 1 2 1 2 1 R2
82 65 1 147 17 1 0 3 3 3 3 5330 10949 2499 0 0 1 1 2 2 1 2 2 2 2 R2
83 16 1 99 67 1 0 3 3 3 3 1328 7145 6633 0 1 0 2 1 3 0 1 1 1 4 R2
83 50 1 133 33 1 1 1 1 1 13 4150 9389 4389 0 1 0 2 2 3 2 1 2 1 3 R2
84 11 1 95 73 1 2 3 5 11 23 924 7177 6935 0 0 1 0 2 0 3 3 1 4 1 R2
84 13 1 97 71 1 1 1 1 1 1 1092 7225 6887 1 0 1 0 1 0 1 3 1 4 1 R2
84 25 1 109 59 1 1 1 1 1 13 2100 7681 6431 1 0 1 0 1 0 1 3 1 4 2 R2
84 47 1 131 37 1 2 3 5 11 11 3948 9265 4847 1 0 1 0 2 0 3 3 1 4 1 R2
84 53 1 137 31 1 2 1 5 5 17 4452 9865 4247 1 0 1 0 2 0 1 3 1 4 1 R2
85 6 1 91 79 1 1 3 1 7 19 510 7261 7189 0 1 0 1 0 1 2 2 2 2 2 R2
85 8 1 93 77 1 0 1 3 9 21 680 7289 7161 0 1 0 1 2 1 0 2 1 2 3 R2
85 16 1 101 69 1 2 1 5 5 5 1360 7481 6969 1 1 0 1 1 1 0 2 1 2 4 R2
85 18 1 103 67 1 1 3 1 7 7 1530 7549 6901 1 1 0 1 0 1 2 2 2 2 3 R2
85 24 1 109 61 1 1 1 1 1 13 2040 7801 6649 1 1 0 1 0 1 0 2 2 2 4 R2
85 26 1 111 59 1 0 3 3 3 15 2210 7901 6549 0 1 0 1 2 1 2 2 2 2 2 R2
85 36 1 121 49 1 1 1 1 1 1 3060 8521 5929 0 1 0 1 0 1 0 2 2 2 4 R2
85 44 1 129 41 1 0 1 3 9 9 3740 9161 5289 0 1 0 1 2 1 0 2 2 2 3 R2
85 62 1 147 23 1 0 3 3 3 3 5270 11069 3381 0 1 0 1 2 1 2 2 2 2 2 R2
85 66 1 151 19 1 1 3 1 7 7 5610 11581 2869 1 1 0 1 0 1 2 2 3 2 3 R2
85 72 1 157 13 1 1 1 1 1 13 6120 12409 2041 1 1 0 1 0 1 0 2 2 2 5 R2
85 78 1 163 7 1 1 3 1 7 19 6630 13309 1141 1 1 0 1 0 1 2 2 3 2 3 R2
86 3 1 89 83 1 2 1 5 5 17 258 7405 7387 1 0 1 2 0 2 3 2 1 2 1 R2
86 9 1 95 77 1 2 3 5 11 23 774 7477 7315 0 0 1 2 0 2 1 2 1 2 2 R2
86 11 1 97 75 1 1 1 1 1 1 946 7517 7275 1 0 1 2 2 2 3 2 1 2 1 R2
86 31 1 117 55 1 0 1 3 9 21 2666 8357 6435 0 0 1 2 1 2 3 2 1 2 1 R2
86 35 1 121 51 1 1 1 1 1 1 3010 8621 6171 0 0 1 2 2 2 3 2 2 2 2 R2
86 67 1 153 19 1 0 1 3 9 9 5762 11885 2907 0 0 1 2 1 2 3 2 1 2 1 R2
86 71 1 157 15 1 1 1 1 1 13 6106 12437 2355 1 0 1 2 2 2 3 2 1 2 1 R2
86 85 1 171 1 1 0 3 3 3 3 7310 14621 171 0 0 1 2 1 2 1 2 2 2 2 R2
87 2 1 89 85 1 2 1 5 5 17 174 7573 7565 1 1 0 0 2 3 2 2 1 2 1 R2
87 16 1 103 71 1 1 3 1 7 7 1392 7825 7313 1 1 0 0 1 3 0 2 1 2 4 R2
87 28 1 115 59 1 1 3 1 7 19 2436 8353 6785 0 1 0 0 1 3 0 2 2 2 3 R2
87 46 1 133 41 1 1 1 1 1 13 4002 9685 5453 0 1 0 0 1 3 2 2 2 2 2 R2
87 56 1 143 31 1 2 3 5 11 23 4872 10705 4433 0 1 0 0 2 3 0 2 2 2 4 R2
87 82 1 169 5 1 1 1 1 1 1 7134 14293 845 0 1 0 0 1 3 2 2 2 2 2 R2
88 37 1 125 51 1 2 1 5 5 5 3256 9113 6375 0 0 1 1 1 0 1 2 1 4 1 R2
88 41 1 129 47 1 0 1 3 9 9 3608 9425 6063 0 0 1 1 2 0 1 2 1 4 1 R2
88 47 1 135 41 1 0 3 3 3 15 4136 9953 5535 0 0 1 1 2 0 3 2 1 4 1 R2
88 85 1 173 3 1 2 1 5 5 5 7480 14969 519 1 0 1 1 1 0 1 2 2 4 2 R2
89 2 1 91 87 1 1 3 1 7 19 178 7925 7917 0 1 0 2 2 1 2 1 1 1 1 R2
89 6 1 95 83 1 2 3 5 11 23 534 7957 7885 0 1 0 2 0 1 2 1 2 1 2 R2
89 8 1 97 81 1 1 1 1 1 1 712 7985 7857 1 1 0 2 2 1 0 1 1 1 3 R2
89 44 1 133 45 1 1 1 1 1 13 3916 9857 5985 0 1 0 2 2 1 0 1 2 1 3 R2
89 56 1 145 33 1 1 1 1 1 1 4984 11057 4785 0 1 0 2 2 1 0 1 2 1 4 R2
89 66 1 155 23 1 2 3 5 11 11 5874 12277 3565 0 1 0 2 0 1 2 1 3 1 3 R2
89 84 1 173 5 1 2 1 5 5 5 7476 14977 865 1 1 0 2 0 1 0 1 3 1 4 R2
89 88 1 177 1 1 0 1 3 9 9 7832 15665 177 0 1 0 2 1 1 0 1 2 1 4 R2
90 11 1 101 79 1 2 1 5 5 5 990 8221 7979 1 0 1 0 2 2 3 3 1 4 1 R2
90 41 1 131 49 1 2 3 5 11 11 3690 9781 6419 1 0 1 0 2 2 1 3 1 4 1 R2
90 73 1 163 17 1 1 3 1 7 19 6570 13429 2771 1 0 1 0 1 2 1 3 1 4 1 R2
90 77 1 167 13 1 2 3 5 11 23 6930 14029 2171 1 0 1 0 2 2 1 3 2 4 2 R2
91 36 1 127 55 1 1 3 1 7 7 3276 9577 6985 1 1 0 1 0 3 0 2 2 2 4 R2
91 44 1 135 47 1 0 3 3 3 15 4004 10217 6345 0 1 0 1 2 3 0 2 2 2 3 R2
91 66 1 157 25 1 1 1 1 1 13 6006 12637 3925 1 1 0 1 0 3 2 2 3 2 3 R2
92 1 1 93 91 1 0 1 3 9 21 92 8465 8463 0 0 1 2 1 0 1 2 0 3 0 R2
92 17 1 109 75 1 1 1 1 1 13 1564 8753 8175 1 0 1 2 2 0 1 2 1 3 1 R2
92 45 1 137 47 1 2 1 5 5 17 4140 10489 6439 1 0 1 2 0 0 1 2 2 3 3 R2
92 53 1 145 39 1 1 1 1 1 1 4876 11273 5655 0 0 1 2 2 0 1 2 1 3 1 R2
92 73 1 165 19 1 0 1 3 9 21 6716 13793 3135 0 0 1 2 1 0 1 2 1 3 1 R2
92 87 1 179 5 1 2 3 5 11 11 8004 16033 895 1 0 1 2 0 0 3 2 2 3 2 R2
93 34 1 127 59 1 1 3 1 7 7 3162 9805 7493 1 1 0 0 1 1 2 2 2 2 2 R2
93 38 1 131 55 1 2 3 5 11 11 3534 10093 7205 1 1 0 0 2 1 2 2 2 2 2 R2
93 40 1 133 53 1 1 1 1 1 13 3720 10249 7049 0 1 0 0 1 1 0 2 2 2 4 R2
93 44 1 137 49 1 2 1 5 5 17 4092 10585 6713 1 1 0 0 2 1 0 2 2 2 3 R2
93 64 1 157 29 1 1 1 1 1 13 5952 12745 4553 1 1 0 0 1 1 0 2 1 2 6 R2
93 92 1 185 1 1 2 1 5 5 17 8556 17113 185 0 1 0 0 2 1 0 2 2 2 3 R2
94 31 1 125 63 1 2 1 5 5 5 2914 9797 7875 0 0 1 1 1 2 3 2 1 2 1 R2
94 35 1 129 59 1 0 1 3 9 9 3290 10061 7611 0 0 1 1 2 2 3 2 2 2 2 R2
94 39 1 133 55 1 1 1 1 1 13 3666 10357 7315 0 0 1 1 0 2 3 2 2 2 2 R2
94 49 1 143 45 1 2 3 5 11 23 4606 11237 6435 0 0 1 1 1 2 1 2 1 2 2 R2
94 53 1 147 41 1 0 3 3 3 3 4982 11645 6027 0 0 1 1 2 2 1 2 1 2 1 R2
94 55 1 149 39 1 2 1 5 5 5 5170 11861 5811 1 0 1 1 1 2 3 2 2 2 2 R2
94 57 1 151 37 1 1 3 1 7 7 5358 12085 5587 1 0 1 1 0 2 1 2 2 2 2 R2
94 59 1 153 35 1 0 1 3 9 9 5546 12317 5355 0 0 1 1 2 2 3 2 1 2 1 R2
94 93 1 187 1 1 1 3 1 7 19 8742 17485 187 0 0 1 1 0 2 1 2 2 2 2 R2
95 42 1 137 53 1 2 1 5 5 17 3990 10789 7261 1 1 0 2 0 3 2 2 3 2 3 R2
95 86 1 181 9 1 1 1 1 1 13 8170 16421 1629 1 1 0 2 2 3 2 2 2 2 2 R2
96 11 1 107 85 1 2 3 5 11 11 1056 9337 9095 1 0 1 0 2 0 3 2 1 6 1 R2
